;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
13241;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1652;18;0;0;0;2;0;0;0;0;0;0;14;2;0;33,5;36;0;0;0;2;3,0;66,25;7;93;46;54;35;31;27;0;2;4;0;5,5;0,0;5,5;5,5;0,0;5,5;5,5;4;5;5;5;1,9;6;6;3,0;10,4;0;5,5;4,75;181 days 23:59:59.000000000
13266;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1731;54;0;0;0;6;0;0;0;0;0;0;18;3;0;1,0;103;0;0;100;2;7,0;87,35;139;182;76;106;19;91;72;0;2;4;0;5,5;0,0;5,5;5,5;0,0;5,5;5,5;5;5;5;5;2,0;5;6;2,75;10,25;0;5,5;5,0;181 days 23:59:59.000000000
13398;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1775;8;0;0;13;13;0;0;0;0;2;0;6;1;0;18,0;21;0;0;19;2;4,0;85,76;89;127;21;61;55;47;25;0;2;4;0;4,95;0,0;4,95;5,5;0,0;5,5;5,225;5;5;5;5;2,0;5;6;2,75;9,975;0;5,225;5,0;181 days 23:59:59.000000000
13274;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1769;6;0;0;35;31;0;0;0;0;3;0;12;2;0;32,0;143;0;0;6;2;12,0;77,83;234;326;96;116;122;145;58;1;2;4;0;4,95;0,0;4,95;5,5;0,0;5,5;5,225;5;5;5;5;2,0;5;6;2,75;9,975;0;5,225;5,0;181 days 23:59:59.000000000
13434;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1740;7;0;0;1;3;0;0;0;0;1;0;11;1;0;19,5;23;0;0;0;2;3,0;82,36;12;80;28;46;44;16;20;0;2;4;0;5,5;0,0;5,5;5,5;0,0;5,5;5,5;5;5;5;5;2,0;4;5;2,25;9,75;0;5,5;5,0;181 days 23:59:59.000000000
13217;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1799;8;0;0;3;5;1;1;0;0;0;0;8;1;0;12,0;25;0;0;3;2;4,0;83,21;45;119;24;64;39;33;45;2;2;5;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;4;5;5;5;1,9;6;5;2,75;9,6;0;4,95;4,75;181 days 23:59:59.000000000
13344;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1905;7;0;0;2;4;0;0;4;0;0;0;13;2;0;19,5;16;0;0;0;2;2,0;87,78;39;70;24;38;30;18;22;0;2;4;0;5,5;0,0;5,5;4,95;0,0;4,95;5,225;5;5;5;5;2,0;4;4;2,0;9,225;0;5,225;5,0;181 days 23:59:59.000000000
13280;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1686;44;0;2;3;4;0;0;0;0;0;0;13;2;0;22,5;32;0;0;2;2;5,0;85,41;10;146;31;63;36;36;67;7;2;4;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;5;5;5;5;2,0;4;5;2,25;9,2;0;4,95;5,0;181 days 23:59:59.000000000
13405;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1793;4;0;0;5;4;0;0;0;0;2;0;16;2;0;25,5;25;0;0;0;2;4,0;81,24;4;117;42;70;11;59;47;0;2;4;0;4,95;0,0;4,95;4,4;0,0;4,4;4,675;5;5;5;5;2,0;5;5;2,5;9,175;0;4,675000000000002;5,0;181 days 23:59:59.000000000
13362;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1914;6;0;0;0;4;0;0;2;0;0;0;8;1;0;17,5;13;0;0;0;2;2,0;91,58;4;53;20;29;20;9;24;0;2;5;0;4,95;0,0;4,95;5,5;0,0;5,5;5,225;5;0;5;5;1,5;4;5;2,25;8,975;0;5,225;3,75;181 days 23:59:59.000000000
13149;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1823;14;0;0;2;4;1;1;0;0;0;0;12;2;0;27,0;20;0;0;1;8;3,0;83,4;70;95;14;49;14;51;27;3;2;5;0;5,5;0,0;5,5;3,3;0,0;3,3;4,4;5;5;5;5;2,0;4;6;2,5;8,9;0;4,4;5,0;181 days 23:59:59.000000000
13385;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1640;7;0;0;0;1;0;0;0;0;0;0;0;3;0;3,0;14;0;0;0;2;1,0;97,28;14;33;7;16;16;13;3;1;2;4;0;5,5;0,0;5,5;5,5;0,0;5,5;5,5;0;5;0;5;1,0;4;5;2,25;8,75;0;5,5;2,5;181 days 23:59:59.000000000
13349;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1767;11;0;0;1;4;0;0;0;0;0;0;6;1;0;24,5;48;0;0;2;2;3,0;72,87;56;100;39;53;14;29;57;0;2;3;0;4,4;0,0;4,4;5,5;0,0;5,5;4,95;5;5;5;0;1,5;4;5;2,25;8,7;0;4,95;3,75;181 days 23:59:59.000000000
13322;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1771;9;0;0;30;66;0;0;0;0;1;0;7;1;0;17,0;17;0;0;1;2;3,0;76,86;22;93;39;66;20;28;44;1;2;4;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;5;5;5;5;2,0;3;6;2,25;8,65;0;4,4;5,0;181 days 23:59:59.000000000
13339;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1868;23;0;8;30;17;1;1;0;0;0;0;12;2;0;25,0;25;0;0;0;2;3,0;78,99;34;92;33;58;21;14;57;0;2;6;0;3,3;0,0;3,3;4,95;0,0;4,95;4,125;4;5;5;5;1,9;4;6;2,5;8,525;0;4,125;4,75;181 days 23:59:59.000000000
13427;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1918;3;0;0;2;3;0;0;2;0;0;0;17;2;0;31,5;10;0;0;0;2;2,0;87,66;50;76;18;44;11;36;26;3;2;5;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;5;5;5;5;2,0;4;4;2,0;8,4;0;4,4;5,0;181 days 23:59:59.000000000
13300;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1847;57;0;0;1;1;0;0;0;0;1;0;8;1;0;0,0;26;0;0;0;2;5,0;84,01;107;132;18;72;20;45;64;3;2;4;0;3,3;0,0;3,3;0,0;4,95;4,95;4,125;5;5;5;5;2,0;4;5;2,25;8,375;0;4,125;5,0;181 days 23:59:59.000000000
13198;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1860;33;0;0;5;4;1;1;1;0;0;0;14;2;0;7,5;17;0;0;0;2;2,0;72,49;35;55;23;37;16;21;18;0;2;6;0;3,3;0,0;3,3;4,4;0,0;4,4;3,85;5;5;5;5;2,0;5;5;2,5;8,35;0;3,85;5,0;181 days 23:59:59.000000000
13424;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;978;47;0;1;14;20;0;0;0;0;0;0;10;1;0;17,5;12;0;0;0;7;3,0;76,26;83;95;19;59;35;44;15;1;2;4;0;2,75;0,0;2,75;5,5;0,0;5,5;4,125;4;5;5;5;1,9;3;6;2,25;8,275;0;4,125;4,75;181 days 23:59:59.000000000
13451;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1718;4;0;0;0;2;0;0;0;0;0;0;9;1;0;0,0;20;0;0;1;2;2,0;83,94;6;62;28;38;18;33;11;0;2;4;0;1,65;0,0;1,65;5,5;0,0;5,5;3,575;5;5;4;5;1,9;5;6;2,75;8,225;0;3,575;4,75;181 days 23:59:59.000000000
13435;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1949;6;0;2;4;4;0;0;8;0;0;0;13;2;0;8,0;30;0;0;0;2;2,0;83,46;39;65;9;41;18;31;14;2;2;8;0;4,95;0,0;4,95;3,3;0,0;3,3;4,125;4;5;5;5;1,9;4;4;2,0;8,025;0;4,125;4,75;181 days 23:59:59.000000000
13383;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1650;18;0;0;3;3;0;0;0;0;0;0;14;2;0;19,5;35;0;0;0;2;3,0;81,54;20;84;11;42;13;38;32;1;2;3;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;4;5;0;4;1,3;2;5;1,75;8,0;0;4,95;3,25;181 days 23:59:59.000000000
13402;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1882;36;0;0;0;1;0;0;0;0;0;0;22;3;0;10,0;13;0;0;0;2;3,0;81,32;34;88;27;46;9;22;53;4;2;4;0;3,3;0,0;3,3;4,4;0,0;4,4;3,85;4;5;5;5;1,9;5;4;2,25;8,0;0;3,85;4,75;181 days 23:59:59.000000000
13240;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1879;5;0;0;0;1;0;0;1;0;0;0;19;3;0;5,0;4;0;0;0;2;1,0;102,0;12;26;7;16;6;1;19;0;2;2;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;0;5;0;5;1,0;3;5;2,0;7,95;0;4,95;2,5;181 days 23:59:59.000000000
13188;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1723;6;0;0;0;1;0;0;0;0;0;0;21;3;0;4,0;4;0;0;2;2;0,0;75,57;5;15;5;11;7;3;5;0;2;1;0;3,85;0,0;3,85;5,5;0,0;5,5;4,675;0;5;0;0;0,5;6;5;2,75;7,925;0;4,675;1,25;181 days 23:59:59.000000000
13438;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1922;5;0;0;5;4;0;0;0;0;0;0;19;3;0;16,0;9;0;0;0;2;3,0;72,95;36;79;25;43;15;35;28;1;2;2;0;3,85;0,0;3,85;5,5;0,0;5,5;4,675;5;0;5;0;1,0;4;5;2,25;7,925;0;4,675;2,5;181 days 23:59:59.000000000
13428;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1820;11;3;0;4;3;0;0;0;0;0;0;11;1;0;12,5;14;0;0;0;2;2,0;55,58;45;68;22;34;15;20;30;3;2;2;0;4,95;0,0;4,95;4,4;0,0;4,4;4,675;5;5;0;0;1,0;5;4;2,25;7,925;0;4,675000000000002;2,5;181 days 23:59:59.000000000
13205;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1952;3;0;0;23;25;0;0;0;0;1;0;20;3;0;19,0;13;0;0;0;2;2,0;77,71;35;55;22;41;18;10;26;1;2;3;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;5;0;5;5;1,5;4;4;2,0;7,9;0;4,4;3,75;181 days 23:59:59.000000000
13172;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1871;6;0;0;7;4;0;0;0;0;0;0;19;3;0;9,0;19;0;0;0;2;3,0;90,96;88;99;25;74;12;11;76;0;2;3;0;2,75;0,0;2,75;4,95;0,0;4,95;3,85;5;0;5;5;1,5;5;5;2,5;7,85;0;3,85;3,75;181 days 23:59:59.000000000
13316;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;584;3;0;0;0;3;0;0;0;0;0;0;14;2;0;31,0;24;0;0;0;2;3,0;85,48;77;98;31;67;19;56;23;0;2;4;0;3,85;0,0;3,85;3,85;0,0;3,85;3,85;5;5;5;5;2,0;3;5;2,0;7,85;0;3,85;5,0;181 days 23:59:59.000000000
13158;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1934;11;0;2;3;5;0;0;0;0;0;0;7;1;0;24,5;17;0;0;0;4;3,0;85,78;69;83;14;47;31;42;10;0;2;4;0;3,3;0,0;3,3;2,75;0,0;2,75;3,025;5;5;5;5;2,0;5;6;2,75;7,775;0;3,025;5,0;181 days 23:59:59.000000000
13211;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1929;5;0;3;9;8;0;0;1;0;0;0;19;3;0;13,5;24;0;0;0;2;2,0;85,67;49;70;13;41;13;31;26;0;2;5;0;3,85;0,0;3,85;3,85;0,0;3,85;3,85;4;5;5;5;1,9;3;5;2,0;7,75;0;3,85;4,75;181 days 23:59:59.000000000
13270;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1673;8;0;1;1;2;0;0;0;0;0;0;9;1;0;17,5;10;0;0;0;2;3,0;85,55;34;87;15;45;13;24;49;1;2;2;0;4,95;0,0;4,95;4,4;0,0;4,4;4,675;4;0;0;5;0,9;2;5;1,75;7,325;0;4,675000000000002;2,25;181 days 23:59:59.000000000
13307;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1811;12;0;0;9;6;0;0;0;0;0;0;12;2;0;14,5;11;0;0;2;2;3,0;86,2;22;91;25;48;21;37;32;1;2;4;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;5;5;5;4;1,9;4;0;1,0;7,3;0;4,4;4,75;181 days 23:59:59.000000000
13361;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1780;7;0;0;0;3;0;0;0;0;0;0;22;3;0;29,5;31;0;0;0;2;4,0;87,23;17;129;18;60;34;37;56;2;2;4;0;0,0;3,85;0,0;0,0;4,95;4,95;2,475;5;5;5;5;2,0;6;5;2,75;7,225;0;2,475;5,0;181 days 23:59:59.000000000
13228;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1869;8;0;0;0;2;0;0;0;0;0;0;15;2;0;17,0;18;0;0;0;2;2,0;89,46;1;60;20;39;20;21;18;1;2;3;0;2,75;0,0;2,75;4,4;0,0;4,4;3,575;4;0;5;4;1,3;5;4;2,25;7,125;0;3,575;3,25;181 days 23:59:59.000000000
13168;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1923;14;0;0;2;3;0;0;0;0;0;0;11;1;0;5,0;13;0;0;0;2;3,0;84,47;81;90;23;56;33;19;38;0;2;4;0;0,0;3,3;0,0;4,4;0,0;4,4;2,2;4;5;5;5;1,9;6;5;2,75;6,85;0;2,2;4,75;181 days 23:59:59.000000000
13236;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1907;16;0;0;0;2;0;0;0;0;0;0;8;1;0;9,5;18;0;0;0;2;1,0;86,21;32;39;9;19;9;6;23;1;2;4;0;0,0;4,95;0,0;4,4;0,0;4,4;2,2;5;5;5;5;2,0;5;5;2,5;6,7;0;2,2;5,0;181 days 23:59:59.000000000
13153;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1874;5;0;0;2;4;0;0;0;0;0;0;16;2;0;0,0;5;0;0;0;1;1,0;87,51;25;35;12;24;8;6;21;0;2;2;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;5;0;0;5;1,0;0;5;1,25;6,65;0;4,4;2,5;181 days 23:59:59.000000000
13284;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1825;7;0;0;0;1;0;0;0;0;0;0;20;3;0;8,5;21;0;0;0;2;2,0;81,65;33;68;13;35;21;15;32;0;2;4;0;4,95;0,0;4,95;2,2;0,0;2,2;3,575;4;5;0;4;1,3;2;5;1,75;6,625;0;3,575;3,25;181 days 23:59:59.000000000
13456;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;835;14;0;0;1;5;0;0;0;0;1;0;12;2;0;1,5;17;0;0;0;2;3,0;96,23;56;100;12;44;25;53;22;0;2;4;0;3,3;0,0;3,3;4,95;0,0;4,95;4,125;0;5;5;4;1,4;1;3;1,0;6,525;0;4,125;3,5;181 days 23:59:59.000000000
13176;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1737;23;0;0;1;3;0;0;0;0;0;0;15;2;0;18,5;11;0;0;1;2;2,0;83,8;48;57;24;38;21;26;10;0;2;4;0;0,0;4,95;0,0;4,4;0,0;4,4;2,2;5;5;5;5;2,0;4;5;2,25;6,45;0;2,2;5,0;181 days 23:59:59.000000000
13279;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1754;18;0;0;6;14;0;0;0;0;0;0;11;1;0;23,5;10;0;0;0;2;2,0;77,33;38;55;15;26;24;18;13;0;2;4;0;2,75;1,1;2,75;5,5;0,0;5,5;4,125;4;5;0;5;1,4;3;0;0,75;6,275;0;4,125;3,5;181 days 23:59:59.000000000
13365;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1658;5;0;0;0;0;0;0;0;0;0;0;13;2;0;7,5;27;0;0;0;1;3,0;87,5;69;101;18;38;16;23;60;2;2;4;0;0,0;4,95;0,0;5,5;0,0;5,5;2,75;5;5;5;5;2,0;6;0;1,5;6,25;0;2,75;5,0;181 days 23:59:59.000000000
13432;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1875;6;0;0;0;1;0;0;2;0;0;0;15;2;0;3,0;16;0;0;0;12;1,0;55,85;30;38;5;23;10;5;23;0;2;2;0;2,2;0,0;2,2;2,75;0,0;2,75;2,475;5;5;0;0;1,0;5;5;2,5;5,975;0;2,475;2,5;181 days 23:59:59.000000000
13345;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1668;4;0;0;0;1;0;0;0;0;0;0;11;1;0;1,5;6;0;0;0;2;0,0;45,24;-4;11;5;8;6;5;0;0;2;1;0;5,5;0,0;5,5;3,85;0,0;3,85;4,675;3;0;0;0;0,3;1;3;1,0;5,975;0;4,675;0,75;181 days 23:59:59.000000000
13206;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1938;7;0;0;8;6;0;0;0;0;0;0;18;3;0;23,0;14;0;0;0;1;3,0;60,25;29;89;23;53;29;40;20;0;2;3;0;2,2;0,0;2,2;2,75;0,0;2,75;2,475;5;5;0;0;1,0;4;6;2,5;5,975;0;2,475;2,5;181 days 23:59:59.000000000
13447;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1762;10;0;0;0;3;0;0;0;0;0;0;11;1;0;6,5;21;0;0;1;7;11,0;86,4;80;292;49;92;65;115;108;4;2;4;0;0,0;4,4;0,0;5,5;0,0;5,5;2,75;4;5;5;5;1,9;3;2;1,25;5,9;0;2,75;4,75;181 days 23:59:59.000000000
13382;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1788;39;1;5;12;8;0;0;1;0;0;0;9;1;0;22,5;39;0;0;41;2;10,0;66,15;79;271;16;103;99;105;67;0;2;4;0;0,0;2,75;0,0;2,75;0,0;2,75;1,375;5;5;5;5;2,0;4;6;2,5;5,875;0;1,375;5,0;181 days 23:59:59.000000000
13429;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1729;16;0;0;0;3;0;0;0;0;0;0;6;1;0;0,0;3;0;0;0;1;0,0;44,55;4;21;6;11;6;8;7;0;1;1;0;2,75;0,0;2,75;5,5;0,0;5,5;4,125;4;0;0;0;0,4;0;5;1,25;5,775;0;4,125;1,0;181 days 23:59:59.000000000
13423;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1755;6;0;2;9;11;0;0;0;0;1;0;8;1;0;16,0;18;0;0;17;2;2,0;91,72;25;73;18;43;33;16;23;1;2;3;0;0,0;4,95;0,0;0,0;3,85;3,85;1,925;5;0;5;5;1,5;4;5;2,25;5,675;0;1,925;3,75;181 days 23:59:59.000000000
13454;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1955;5;1;3;22;18;0;0;4;0;0;0;9;1;0;3,5;20;0;0;0;2;1,0;94,1;37;50;11;32;18;19;13;0;2;8;0;0,0;4,95;0,0;3,85;0,0;3,85;1,925;5;5;0;5;1,5;4;5;2,25;5,675;0;1,925;3,75;181 days 23:59:59.000000000
13159;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1843;25;3;0;7;2;0;0;1;0;0;0;22;3;0;0,0;13;0;0;2;1;1,0;75,95;35;47;13;27;18;4;25;0;2;3;0;3,85;0,0;3,85;0,0;4,95;4,95;4,4;0;4;0;0;0,4;3;0;0,75;5,55;0;4,4;1,0;181 days 23:59:59.000000000
13143;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1850;43;1;12;33;17;0;0;0;0;0;0;11;1;0;32,5;30;0;0;0;2;5,0;78,47;109;134;24;50;29;10;95;0;2;4;0;1,65;0,0;1,65;1,65;0,0;1,65;1,65;0;4;5;0;0,9;5;6;2,75;5,3;0;1,65;2,25;181 days 23:59:59.000000000
13343;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1131;16;0;0;0;5;0;0;0;0;0;0;16;2;0;0,0;6;0;0;0;1;1,0;83,38;2;31;17;25;5;12;14;0;2;3;0;0,55;0,0;0,55;5,5;0,0;5,5;3,025;5;5;0;5;1,5;3;0;0,75;5,275;0;3,025;3,75;181 days 23:59:59.000000000
3389;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;56;7;0;0;17;48;0;0;0;2;1;0;10;1;1;15,0;18;0;0;0;0;3,0;76,1;49;91;0;56;29;43;18;1;1;4;0;5,5;0,0;5,5;4,95;0,0;4,95;2,87;5;4;4;5;0,9;6;6;1,5;5,27;0;5,225;4,5;181 days 23:59:59.000000000
8101;Pedagogia;2014.1;4;Planejamento Educacional;48;2013-12-31 21:00:00;2014-06-30 20:59:59;4;12;0;0;0;5;0;0;0;3;0;0;18;3;0;4,0;26;0;2;0;1;2,0;77,97;4;53;8;23;7;17;29;0;1;4;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;5;5;0;1,5;4;0;1,0;5,25;0;2,75;3,75;180 days 23:59:59.000000000
3364;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;146;6;0;0;4;27;0;0;0;1;0;0;17;2;1;3,0;20;0;0;0;0;2,0;95,59;42;77;0;48;10;34;33;0;1;4;0;4,4;0,0;4,4;5,5;0,0;5,5;2,72;4;5;4;5;0,9;6;6;1,5;5,12;0;4,95;4,5;181 days 23:59:59.000000000
3343;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;172;8;0;0;0;5;0;0;0;0;0;0;9;1;1;0,0;13;0;0;0;0;2,0;97,64;46;55;0;26;19;25;11;0;1;4;0;4,4;4,4;4,4;5,5;0,0;5,5;2,72;5;5;4;4;0,9;6;6;1,5;5,12;0;4,95;4,5;181 days 23:59:59.000000000
8221;Pedagogia;2014.1;4;Planejamento Educacional;48;2013-12-31 21:00:00;2014-06-30 20:59:59;50;6;0;0;4;8;0;0;2;0;1;0;16;2;0;15,0;21;0;1;0;1;3,0;67,93;5;93;16;57;15;57;20;1;1;2;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;5;0;0;1,0;5;0;1,25;5,0;0;2,75;2,5;180 days 23:59:59.000000000
13155;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1822;19;0;0;4;8;0;0;1;0;0;0;16;2;0;9,0;45;0;0;0;2;5,0;86,6;109;140;22;78;11;75;53;1;2;6;0;2,2;0,0;2,2;1,65;0,0;1,65;1,925;0;5;0;0;0,5;4;6;2,5;4,925;0;1,925;1,25;181 days 23:59:59.000000000
3306;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;174;6;0;0;1;33;0;0;0;1;1;0;6;1;1;3,0;37;0;0;0;0;5,0;90,16;126;138;0;68;36;53;49;0;1;4;0;4,95;0,0;4,95;3,85;0,0;3,85;2,42;5;4;5;5;0,95;6;6;1,5;4,87;0;4,4;4,75;181 days 23:59:59.000000000
3312;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;155;18;0;0;26;47;0;0;0;2;1;0;17;2;1;14,0;94;0;0;0;0;6,0;82,63;137;178;0;87;44;53;81;0;1;6;0;0,0;0,0;0,0;0,0;9,0;9,0;2,48;5;5;5;5;1,0;6;5;1,375;4,85;0;4,5;5,0;181 days 23:59:59.000000000
8324;Pedagogia;2014.1;4;Planejamento Educacional;48;2013-12-31 21:00:00;2014-06-30 20:59:59;228;27;0;0;10;20;0;0;0;0;2;0;16;2;0;1,0;6;0;1;0;1;1,0;56,83;3;37;6;24;14;12;10;1;1;1;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;0;0;0;0,5;6;0;1,5;4,75;0;2,75;1,25;180 days 23:59:59.000000000
8319;Pedagogia;2014.1;4;Planejamento Educacional;48;2013-12-31 21:00:00;2014-06-30 20:59:59;376;24;0;0;1;7;0;0;0;2;0;0;22;3;0;34,0;20;0;2;0;1;1,0;65,62;20;41;9;27;8;4;25;4;1;2;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;0;5;0;0;0,5;6;0;1,5;4,75;0;2,75;1,25;180 days 23:59:59.000000000
