;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
141;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;30;4;0;0;12;60;0;0;0;4;1;0;20;3;2;0,0;53;4;0;0;0;0;3,0;86,1;85;0,0;0,0;91;0;67;10;8;72;1;0;4;0;4,89;0,0;4,89;5,5;0,0;5,5;5,195;0;0;0;0;0,0;0;0;0,0;5,195;0;5,195;0,0;183 days 23:59:59.000000000
296;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
544;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;9;6;0;3;47;89;0;0;1;5;3;0;20;3;2;0,0;64;7;1;0;0;0;4,0;84,16;23;0,0;0,0;109;0;73;33;18;58;0;0;7;0;4,28;0,0;4,28;5,5;0,0;5,5;4,89;0;0;0;0;0,0;0;0;0,0;4,89;0;4,890000000000001;0,0;183 days 23:59:59.000000000
4918;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
6400;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;10;37;0;0;36;96;0;0;2;6;3;0;9;1;2;0,0;91;10;2;0;0;0;12,0;81,7;272;0,0;0,0;328;0;140;107;111;109;1;0;10;0;4,28;0,0;4,28;4,95;0,0;4,95;4,615;0;0;0;0;0,0;0;0;0,0;4,615;0;4,615;0,0;183 days 23:59:59.000000000
7177;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;37;19;0;0;2;51;0;0;4;3;1;0;20;3;2;0,0;46;6;0;0;0;0;2,0;86,97;25;0,0;0,0;65;0;44;18;30;17;0;0;6;0;4,28;0,0;4,28;0,0;0,0;0,0;2,14;0;0;0;0;0,0;0;0;0,0;2,14;1;2,14;0,0;183 days 23:59:59.000000000
10548;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;18;6;0;0;0;60;0;0;0;5;0;0;9;1;2;0,0;56;5;0;0;0;0;3,0;85,09;56;0,0;0,0;78;0;54;29;19;30;0;0;5;0;4,89;0,0;4,89;4,95;0,0;4,95;4,92;0;0;0;0;0,0;0;0;0,0;4,92;0;4,92;0,0;183 days 23:59:59.000000000
14134;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
14399;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;26;2;0;0;1;15;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;3;0;2;0;2;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
14850;Biologia;2011.2;2;Bioestatística ;22;2011-06-30 21:00:00;2011-12-31 20:59:59;15;39;0;0;2;52;0;0;0;3;0;0;19;3;2;0,0;16;3;0;0;0;0;2,0;72,88;15;0,0;0,0;72;0;47;46;5;21;0;0;3;0;5,5;0,0;5,5;5,5;0,0;5,5;5,5;0;0;0;0;0,0;0;0;0,0;5,5;0;5,5;0,0;183 days 23:59:59.000000000
