;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
9207;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;363;18;0;8;9;70;0;0;0;4;0;0;10;1;0;1,0;30;9;0;3;0;2;2,0;71,99;73;1,0;1,0;76;19;56;27;23;24;2;1;9;0;0,0;4,15;4,15;0,0;0,0;0,0;2,075;2;0;5;5;1,2;5;0;1,25;4,525;0;2,075;3,0;182 days 00:00:00.000000000
9610;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;179;4;1;0;1;27;0;0;0;0;0;0;19;3;1;0,0;7;2;0;1;0;1;0,0;114,22;1;0,0;0,0;16;7;13;7;2;7;0;0;2;0;0,55;0,0;0,55;3,85;0,0;3,85;2,2;0;0;5;5;1,0;0;6;1,5;4,7;0;2,2;2,5;182 days 00:00:00.000000000
9830;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
9840;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;336;5;0;0;0;51;0;0;4;1;0;0;15;2;1;24,0;10;4;0;3;0;2;1,0;72,33;18;24,0;24,0;48;14;30;17;23;8;0;1;4;0;2,55;0,0;2,55;0,0;0,0;0,0;1,275;0;4;4;5;1,3;5;3;2,0;4,575;0;1,275;3,25;182 days 00:00:00.000000000
9875;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;66;25;0;6;6;63;0;0;0;0;0;0;0;3;1;5,0;10;3;0;2;0;2;2,0;72,81;10;5,0;5,0;61;16;34;9;23;29;0;1;3;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;5;5;0;5;1,5;3;6;2,25;5,95;0;2,2;3,75;182 days 00:00:00.000000000
9965;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;32;6;0;16;18;85;0;0;0;4;0;0;17;2;0;2,0;41;6;0;1;0;1;2,0;67,5;40;2,0;2,0;67;19;47;23;22;21;1;1;6;0;4,8;0,0;4,8;3,85;0,0;3,85;4,325;2;4;5;0;1,1;3;0;0,75;6,175;0;4,325;2,75;182 days 00:00:00.000000000
10076;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
10110;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;347;8;0;4;5;66;0;0;0;1;0;0;20;3;0;24,0;25;3;0;4;0;1;5,0;34,16;102;24,0;24,0;147;25;75;36;39;70;2;1;3;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;5;0;0;1,0;4;0;1,0;2,0;1;0,0;2,5;182 days 00:00:00.000000000
10126;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;260;11;2;15;33;136;0;0;2;0;1;0;15;2;1;0,0;45;4;0;1;0;1;5,0;80,57;147;0,0;0,0;153;32;87;58;60;34;1;0;4;0;2,05;0,0;2,05;0,0;3,85;3,85;2,95;5;5;5;5;2,0;0;6;1,5;6,45;0;2,95;5,0;182 days 00:00:00.000000000
10162;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;423;3;0;0;0;23;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0,0;0,0;2;0,0;0,0;9;3;7;5;2;2;0;0;0;0;0,55;0,0;0,55;3,85;0,0;3,85;2,2;0;0;0;0;0,0;0;0;0,0;2,2;1;2,2;0,0;182 days 00:00:00.000000000
10203;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;68;5;0;11;23;83;0;0;0;2;8;0;12;2;1;61,0;21;5;0;2;0;2;2,0;66,92;48;61,0;61,0;67;10;52;25;19;23;0;1;5;0;0,0;1,05;1,05;1,1;0,0;1,1;1,075;2;5;3;5;1,5;2;4;1,5;4,075;0;1,0750000000000002;3,75;182 days 00:00:00.000000000
10405;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;235;41;0;0;0;68;0;0;2;0;0;0;15;2;1;40,0;19;6;0;3;0;2;6,0;63,99;11;40,0;40,0;161;21;92;33;70;58;0;1;6;0;3,8;0,0;3,8;0,0;0,0;0,0;1,9;5;5;5;5;2,0;2;6;2,0;5,9;0;1,9;5,0;182 days 00:00:00.000000000
10649;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;263;54;0;2;2;87;0;0;0;1;0;0;6;1;0;19,0;27;3;0;1;0;1;4,0;45,84;84;19,0;19,0;104;17;63;89;4;0;11;1;3;0;0,55;0,0;0,55;0,0;0,0;0,0;0,275;2;5;5;0;1,2;4;0;1,0;2,475;1;0,275;3,0;182 days 00:00:00.000000000
10772;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;5;31;0;4;7;78;0;0;0;0;1;0;20;3;0;0,0;20;3;0;1;0;1;4,0;94,34;49;0,0;0,0;123;15;82;39;52;30;2;1;3;0;3,85;0,0;3,85;4,4;0,0;4,4;4,125;0;5;5;5;1,5;5;0;1,25;6,875;0;4,125;3,75;182 days 00:00:00.000000000
11315;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;282;17;0;12;14;96;0;0;4;2;0;0;0;0;0;0,0;14;5;1;1;0;0;5,0;52,94;142;0,0;0,0;152;18;87;26;80;44;2;0;5;0;0,55;0,0;0,55;2,2;0,0;2,2;1,375;3;4;2;0;0,9;0;0;0,0;2,275;1;1,375;2,25;182 days 00:00:00.000000000
11820;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;478;68;0;3;4;76;0;0;0;1;0;0;20;3;1;4,0;22;4;0;2;0;2;3,0;82,46;67;4,0;4,0;90;18;52;22;18;46;4;1;4;0;4,95;0,0;4,95;4,4;0,0;4,4;4,675;5;5;3;5;1,8;5;6;2,75;9,225;0;4,675000000000001;4,5;182 days 00:00:00.000000000
11868;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;245;7;0;8;12;86;0;0;0;2;1;0;20;3;1;7,0;26;4;0;2;0;2;3,0;71,57;21;7,0;7,0;84;13;56;20;31;33;0;1;4;0;0,5;0,0;0,5;4,4;0,0;4,4;2,45;4;5;3;5;1,7;5;6;2,75;6,9;0;2,45;4,25;182 days 00:00:00.000000000
11915;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;331;70;0;2;2;63;0;0;3;2;0;0;13;2;1;0,0;44;8;0;2;0;2;4,0;80,95;87;0,0;0,0;111;30;56;25;32;49;5;1;8;0;4,95;0,0;4,95;0,0;0,0;0,0;2,475;5;5;5;5;2,0;5;6;2,75;7,225;0;2,475;5,0;182 days 00:00:00.000000000
12103;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;117;2;0;1;2;56;0;0;0;0;0;0;0;0;0;0,0;6;0;0;1;0;0;1,0;0,0;15;0,0;0,0;30;7;30;2;3;11;14;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
12352;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;164;5;0;0;0;15;0;0;0;1;0;0;10;1;1;13,0;11;4;0;5;0;2;1,0;83,63;8;13,0;13,0;47;12;24;20;15;11;1;1;4;0;2,75;0,0;2,75;0,0;2,2;2,2;2,475;2;5;5;5;1,7;3;6;2,25;6,425;0;2,475;4,25;182 days 00:00:00.000000000
12366;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;259;32;0;6;16;143;0;0;0;2;0;0;13;2;1;24,0;34;5;0;2;0;2;5,0;66,52;128;24,0;24,0;137;7;86;62;44;31;0;1;5;0;1,1;0,0;1,1;3,3;0,0;3,3;2,2;5;5;5;4;1,9;6;6;3,0;7,1;0;2,2;4,75;182 days 00:00:00.000000000
12736;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;364;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0,0;9;3;0;0;0;0;1,0;77,72;21;0,0;0,0;41;6;33;13;18;10;0;0;3;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;5;4;5;1,4;0;0;0,0;1,4;1;0,0;3,5;182 days 00:00:00.000000000
12985;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;186;65;0;0;0;72;0;0;0;1;0;0;18;3;0;16,0;31;3;0;6;0;1;5,0;46,27;128;16,0;16,0;146;25;90;44;48;54;0;1;3;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;5;0;0;1,0;5;0;1,25;2,25;1;0,0;2,5;182 days 00:00:00.000000000
13105;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;9;54;0;18;25;109;0;0;4;0;2;0;14;2;1;1,0;56;4;0;2;0;2;8,0;77,98;211;1,0;1,0;231;40;97;48;83;100;0;1;4;0;2,75;0,0;2,75;3,85;0,0;3,85;3,3;5;5;5;5;2,0;5;6;2,75;8,05;0;3,3;5,0;182 days 00:00:00.000000000
13457;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;266;5;1;2;5;95;0;0;1;1;0;0;14;2;1;1,0;47;6;0;2;0;2;7,0;73,31;182;1,0;1,0;193;37;101;13;49;131;0;1;6;0;3,25;0,0;3,25;3,3;0,0;3,3;3,275;5;5;5;5;2,0;5;6;2,75;8,025;0;3,275;5,0;182 days 00:00:00.000000000
13508;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;4;105;0;76;85;144;0;0;1;0;2;0;21;3;1;24,0;66;5;0;2;0;2;13,0;70,92;74;24,0;24,0;352;45;139;56;151;144;1;1;5;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;5;5;5;5;2,0;6;6;3,0;9,4;0;4,4;5,0;182 days 00:00:00.000000000
14090;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;467;51;0;3;6;68;0;0;0;1;0;0;13;2;1;0,0;11;4;0;2;0;2;2,0;80,94;50;0,0;0,0;76;18;46;29;24;21;2;1;4;0;0,0;0,55;0,55;0,0;0,0;0,0;0,275;5;5;4;5;1,9;3;6;2,25;4,425;0;0,275;4,75;182 days 00:00:00.000000000
14128;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;130;6;0;12;17;98;0;0;0;0;2;0;13;2;1;1,0;29;4;0;2;0;2;5,0;76,43;103;1,0;1,0;130;8;79;34;38;53;5;1;4;0;3,3;0,0;3,3;3,85;0,0;3,85;3,575;5;5;5;5;2,0;5;6;2,75;8,325;0;3,575;5,0;182 days 00:00:00.000000000
14398;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;76;24;1;0;1;77;0;0;2;1;0;0;17;2;1;31,0;37;6;0;2;0;2;5,0;57,63;84;31,0;31,0;135;35;79;16;44;75;0;1;6;0;4,4;0,0;4,4;3,3;0,0;3,3;3,85;5;5;3;5;1,8;2;6;2,0;7,65;0;3,85;4,5;182 days 00:00:00.000000000
14497;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;128;4;0;0;0;32;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0,0;0,0;2;0,0;0,0;4;2;4;2;2;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
14528;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;171;8;0;24;27;96;0;0;0;4;3;0;17;2;1;39,0;33;7;0;2;0;2;4,0;70,51;50;39,0;39,0;113;6;65;55;23;32;3;1;7;0;2,65;0,0;2,65;0,0;0,0;0,0;1,325;4;5;5;5;1,9;2;6;2,0;5,225;0;1,325;4,75;182 days 00:00:00.000000000
14603;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;224;6;0;0;0;26;0;0;0;0;0;0;23;3;0;2,0;8;1;0;1;0;1;0,0;67,86;0;2,0;2,0;23;6;15;9;5;9;0;1;1;0;0,0;0,55;0,55;0,0;0,0;0,0;0,275;0;5;0;0;0,5;5;0;1,25;2,025;1;0,275;1,25;182 days 00:00:00.000000000
14646;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;435;6;0;2;2;20;0;0;0;2;0;0;0;0;0;0,0;7;2;0;0;0;0;0,0;109,15;7;0,0;0,0;18;7;11;2;7;9;0;0;2;0;0,5;0,0;0,5;0,0;0,0;0,0;0,25;0;0;4;4;0,8;0;0;0,0;1,05;1;0,25;2,0;182 days 00:00:00.000000000
14729;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;432;9;0;41;74;160;0;0;0;0;3;0;10;1;1;6,0;198;4;0;2;0;2;26,0;64,11;5;6,0;6,0;687;44;162;299;236;150;2;1;4;0;3,3;0,0;3,3;3,85;0,0;3,85;3,575;5;5;5;5;2,0;5;6;2,75;8,325;0;3,575;5,0;182 days 00:00:00.000000000
14847;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;209;29;0;1;4;107;0;0;1;2;2;0;19;3;1;17,0;41;8;1;13;0;3;5,0;64,67;76;17,0;17,0;144;5;79;34;26;84;0;1;8;0;1,6;0,0;1,6;4,4;0,0;4,4;3,0;5;5;5;5;2,0;5;6;2,75;7,75;0;3,0;5,0;182 days 00:00:00.000000000
15256;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
15639;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;48;7;0;7;11;112;0;0;3;3;3;0;11;1;1;12,0;47;8;0;4;0;2;9,0;69,03;43;12,0;12,0;238;39;105;103;59;75;1;1;8;0;4,3;0,0;4,3;3,3;0,0;3,3;3,8;3;5;5;5;1,8;5;6;2,75;8,35;0;3,8;4,5;182 days 00:00:00.000000000
15781;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;387;10;0;64;75;156;0;0;8;2;4;0;18;3;1;4,0;91;10;4;3;0;2;21,0;60,25;86;4,0;4,0;563;27;135;106;159;296;2;1;10;0;3,75;0,0;3,75;3,3;0,0;3,3;3,525;5;5;5;5;2,0;4;6;2,5;8,025;0;3,525;5,0;182 days 00:00:00.000000000
15952;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;147;48;0;17;20;93;0;0;0;0;1;0;12;2;1;0,0;17;3;0;2;0;2;3,0;90,92;31;0,0;0,0;102;19;78;13;18;70;1;1;3;0;3,75;0,0;3,75;3,3;0,0;3,3;3,525;5;0;5;5;1,5;4;6;2,5;7,525;0;3,525;3,75;182 days 00:00:00.000000000
15960;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;46;4;0;2;11;25;0;0;0;0;1;0;19;3;1;12,0;41;4;0;4;0;2;4,0;68,57;54;12,0;12,0;110;7;79;27;39;44;0;1;4;0;2,75;0,0;2,75;4,4;0,0;4,4;3,575;5;5;5;5;2,0;5;6;2,75;8,325;0;3,575;5,0;182 days 00:00:00.000000000
16293;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;197;26;0;6;6;67;0;0;0;0;0;0;18;3;1;2,0;21;4;0;3;0;2;2,0;81,46;19;2,0;2,0;57;19;41;8;26;22;1;1;4;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;5;5;5;5;2,0;5;6;2,75;9,15;0;4,4;5,0;182 days 00:00:00.000000000
16557;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;400;4;0;5;23;41;0;0;0;0;1;0;17;2;1;12,0;41;4;0;2;0;2;4,0;68,52;6;12,0;12,0;114;8;75;13;75;26;0;1;4;0;2,65;0,0;2,65;3,85;0,0;3,85;3,25;5;5;5;5;2,0;5;6;2,75;8,0;0;3,25;5,0;182 days 00:00:00.000000000
16584;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;140;28;0;34;150;132;0;0;0;2;27;0;16;2;1;11,0;84;7;0;3;0;3;13,0;65,52;212;11,0;11,0;351;29;145;74;128;139;10;1;7;0;0,0;3,75;3,75;0,0;3,85;3,85;3,8;5;5;5;5;2,0;6;6;3,0;8,8;0;3,8;5,0;182 days 00:00:00.000000000
16647;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;180;22;0;11;11;57;0;0;0;2;0;0;0;0;0;0,0;13;2;0;0;0;0;1,0;24,26;5;0,0;0,0;44;14;30;13;19;12;0;0;2;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2;0;0;0;0,2;0;0;0,0;0,2;1;0,0;0,5;182 days 00:00:00.000000000
16800;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
16845;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;13;6;0;0;0;34;0;0;2;2;0;0;0;0;0;0,0;7;2;0;0;0;0;0,0;115,05;14;0,0;0,0;19;4;13;7;10;2;0;0;2;0;0,55;0,0;0,55;3,85;0,0;3,85;2,2;0;0;3;1;0,4;0;0;0,0;2,6;1;2,2;1,0;182 days 00:00:00.000000000
16982;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;343;5;0;0;0;28;0;0;0;0;0;0;15;2;1;0,0;2;1;0;1;0;1;0,0;112,99;4;0,0;0,0;18;2;10;9;8;1;0;0;1;0;2,2;0,0;2,2;4,4;0,0;4,4;3,3;0;0;0;5;0,5;0;6;1,5;5,3;0;3,3000000000000003;1,25;182 days 00:00:00.000000000
16998;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;182 days 00:00:00.000000000
16999;Letras;2013.2;3;Linguística I;33;2013-06-30 21:00:00;2013-12-29 21:00:00;35;26;0;4;4;76;0;0;2;0;0;0;0;0;0;0,0;18;2;0;0;0;0;1,0;55,86;18;0,0;0,0;36;12;26;8;15;12;1;0;2;0;1,65;0,0;1,65;0,0;0,0;0,0;0,825;5;5;0;0;1,0;0;0;0,0;1,825;1;0,825;2,5;182 days 00:00:00.000000000
