;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
29279;Biologia;2012.1;3;Introdução a Filosofia da Ciência;30;2011-12-31 21:00:00;2012-06-30 20:59:59;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
407;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;8;27;1;0;7;59;0;0;0;0;0;0;19;3;2;0,0;31;4;0;0;0;0;2,0;100,91;27;0,0;0,0;67;0;44;6;22;39;0;0;4;0;0,0;3,85;3,85;4,4;0,0;4,4;4,125;0;0;0;0;0,0;0;0;0,0;4,125;0;4,125;0,0;181 days 23:59:59.000000000
2100;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;10;56;0;0;5;62;0;0;0;1;0;0;16;2;2;0,0;48;4;0;0;0;0;7,0;77,4;180;0,0;0,0;188;0;98;41;54;91;2;0;4;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
2243;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;15;15;0;0;2;41;0;0;0;0;0;0;14;2;1;0,0;11;2;0;0;0;0;1,0;70,16;16;0,0;0,0;45;0;30;22;15;8;0;0;2;0;0,0;4,95;4,95;0,0;0,0;0,0;2,475;0;0;0;0;0,0;0;0;0,0;2,475;1;2,475;0,0;181 days 23:59:59.000000000
3099;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
3525;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;37;9;0;0;0;44;0;0;1;0;0;0;16;2;2;0,0;18;3;0;0;0;0;1,0;89,07;12;0,0;0,0;49;0;33;15;9;24;1;0;3;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
4101;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;39;7;0;0;7;54;0;0;0;1;0;0;14;2;2;0,0;18;4;0;0;0;0;2,0;100,34;35;0,0;0,0;56;0;37;8;29;18;1;0;4;0;0,0;2,2;2,2;4,4;0,0;4,4;3,3;0;0;0;0;0,0;0;0;0,0;3,3;1;3,3000000000000003;0,0;181 days 23:59:59.000000000
4555;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;28;10;0;0;23;66;0;0;0;1;0;0;15;2;2;0,0;54;3;0;0;0;0;6,0;80,56;61;0,0;0,0;161;0;103;40;80;40;1;0;3;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
5951;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;18;15;0;0;1;52;0;0;2;2;0;0;10;1;2;0,0;37;4;0;0;0;0;2,0;92,98;39;0,0;0,0;66;0;40;7;19;38;2;0;4;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;0;0;0;0;0,0;0;0;0,0;4,95;0;4,95;0,0;181 days 23:59:59.000000000
6523;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;30;4;0;0;5;46;0;0;0;0;1;0;12;2;2;0,0;41;5;0;0;0;0;3,0;98,54;80;0,0;0,0;87;0;70;7;11;65;4;0;5;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
7785;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
7829;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;21;11;0;0;3;52;0;0;3;0;0;0;21;3;1;0,0;14;4;1;0;0;0;1,0;93,37;10;0,0;0,0;42;0;34;11;23;8;0;0;4;0;4,4;2,75;4,4;0,0;0,0;0,0;2,2;0;0;0;0;0,0;0;0;0,0;2,2;1;2,2;0,0;181 days 23:59:59.000000000
11114;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;35;47;0;0;4;51;0;0;0;1;1;0;10;1;2;0,0;48;3;0;0;0;0;4,0;69,65;41;0,0;0,0;104;0;72;48;23;33;0;0;3;0;0,0;4,95;4,95;0,0;0,0;0,0;2,475;0;0;0;0;0,0;0;0;0,0;2,475;1;2,475;0,0;181 days 23:59:59.000000000
13177;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;9;2;0;0;24;73;0;0;0;0;1;0;16;2;2;0,0;57;4;0;0;0;0;5,0;98,35;30;0,0;0,0;134;0;83;14;55;59;6;0;4;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;0;0;0;0;0,0;0;0;0,0;4,95;0;4,95;0,0;181 days 23:59:59.000000000
13276;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;31;19;0;0;5;61;0;0;0;0;0;0;13;2;2;0,0;37;4;0;0;0;0;3,0;99,29;29;0,0;0,0;90;0;67;40;30;20;0;0;4;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
13277;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
13828;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
15227;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;20;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;1;0,0;0,0;2;0;2;0;1;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
15801;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;25;10;0;0;2;52;0;0;0;1;0;0;12;2;2;0,0;37;3;0;0;0;0;2,0;81,39;26;0,0;0,0;76;0;38;6;20;50;0;0;3;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;0;0;0;0;0,0;0;0;0,0;4,95;0;4,95;0,0;181 days 23:59:59.000000000
21250;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;41;8;0;0;0;20;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;12;0,0;0,0;15;0;11;2;2;9;2;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
22235;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
23570;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
25167;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
25585;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;16;4;0;0;2;42;0;0;0;1;0;0;19;3;1;0,0;22;4;0;0;0;0;2,0;101,88;19;0,0;0,0;66;0;44;14;43;9;0;0;4;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
27681;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;40;180;0;1;24;69;0;0;0;2;4;0;14;2;2;0,0;88;3;0;0;0;0;13,0;76,78;31;0,0;0,0;352;0;127;169;166;12;5;0;3;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
28527;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
28626;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
29545;Biologia;2012.1;3;Organização da Educação Básica;32;2011-12-31 21:00:00;2012-06-30 20:59:59;14;16;0;0;8;58;0;0;0;1;0;0;14;2;2;0,0;15;4;0;0;0;0;1,0;95,93;-1;0,0;0,0;44;0;38;3;23;16;2;0;4;0;0,0;4,4;4,4;0,0;0,0;0,0;2,2;0;0;0;0;0,0;0;0;0,0;2,2;1;2,2;0,0;181 days 23:59:59.000000000
793;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;8;27;1;0;7;59;0;0;0;4;0;0;19;3;1;0,0;34;4;0;0;0;0;2,0;101,4;27;0,0;0,0;67;0;44;6;22;39;0;0;4;0;4,4;0,0;4,4;5,5;0,0;5,5;4,95;0;0;0;0;0,0;0;0;0,0;4,95;0;4,95;0,0;181 days 23:59:59.000000000
2955;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
3614;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;30;4;0;0;5;46;0;0;0;4;1;0;14;2;2;0,0;32;5;0;0;0;0;3,0;93,99;80;0,0;0,0;87;0;70;7;11;65;4;0;5;0;3,3;0,0;3,3;5,5;0,0;5,5;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
4025;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
4774;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;40;180;0;1;24;69;0;0;0;2;4;0;10;1;1;0,0;84;2;0;0;0;0;13,0;47,0;31;0,0;0,0;352;0;127;169;166;12;5;0;2;0;0,0;5,5;5,5;5,5;0,0;5,5;5,5;0;0;0;0;0,0;0;0;0,0;5,5;0;5,5;0,0;181 days 23:59:59.000000000
6637;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;28;10;0;0;23;66;0;0;1;3;0;0;15;2;2;0,0;62;5;1;0;0;0;6,0;87,76;61;0,0;0,0;161;0;103;40;80;40;1;0;5;0;3,3;0,0;3,3;5,5;0,0;5,5;4,4;0;0;0;0;0,0;0;0;0,0;4,4;0;4,4;0,0;181 days 23:59:59.000000000
8676;Biologia;2012.1;3;Prática III;31;2011-12-31 21:00:00;2012-06-30 20:59:59;20;2;0;0;0;15;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;1;0,0;0,0;2;0;2;0;1;1;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
