;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
1059;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;323232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
8080;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;191919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
8299;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;74;7;1;0;1;31;0;0;0;0;0;0;20;0;0;5,5;9;2;0;3;0;0;1,0;121,62;17;5,5;5,5;46;13;23;5;16;24;1;2;2;0;3,3;0,0;3,3;0,0;0,0;0,0;0,0;5;0;5;0;1,75;5;6;2,75;4,5;0;1,65;2,5;183 days 23:59:59.000000000
8477;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
8631;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
9455;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;137;6;0;0;2;32;0;0;0;0;0;0;20;0;0;5,5;6;2;0;3;0;0;2,0;26,17;47;5,5;5,5;60;8;36;9;19;28;4;2;2;0;3,3;0,0;3,3;0,0;0,0;0,0;0,0;0;0;0;0;0,0;5;6;2,75;2,75;1;1,65;0,0;183 days 23:59:59.000000000
10026;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;414141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
10556;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;27;6;8;1;14;40;0;0;0;0;2;0;13;0;0;3,5;26;3;0;3;0;0;5,0;87,61;47;3,5;3,5;132;26;61;20;43;62;7;2;3;0;3,3;0,0;3,3;0,0;0,0;0,0;0,0;5;4;0;0;1,58;4;4;2,0;3,58;1;1,65;2,25;183 days 23:59:59.000000000
11886;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;366666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
15583;Biologia;2012.2;4;Bioquímica I;22;2012-06-30 21:00:00;2012-12-31 20:59:59;171717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
