;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
26724;Biologia;2011.1;1;Citologia;14;2010-12-31 21:00:00;2011-06-30 20:59:59;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
27090;Biologia;2011.1;1;Citologia;14;2010-12-31 21:00:00;2011-06-30 20:59:59;35;10;4;1;66;163;0;0;0;5;6;27;17;2;1;11,0;73;7;0;0;0;0;6,0;75,17;52;11,0;11,0;166;0;85;46;69;51;0;1;7;0;0,0;1,1;1,1;1,1;4,0;4,0;2,55;5;4;5;5;1,9;0;0;0,0;4,45;0;2,55;4,75;180 days 23:59:59.000000000
27843;Biologia;2011.1;1;Citologia;14;2010-12-31 21:00:00;2011-06-30 20:59:59;31;63;1;2;25;109;0;0;0;0;3;0;0;0;0;0,0;2;0;0;0;0;0;7,0;0,0;92;0,0;0,0;195;0;92;63;66;66;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
28593;Biologia;2011.1;1;Citologia;14;2010-12-31 21:00:00;2011-06-30 20:59:59;41;42;3;13;51;138;0;0;0;3;6;1;10;1;1;13,0;95;5;0;0;0;0;7,0;70,39;114;13,0;13,0;199;0;88;44;86;58;11;1;5;0;1,1;0,0;1,1;1,1;0,0;1,1;1,1;4;5;4;5;1,8;0;0;0,0;2,9;1;1,1;4,5;180 days 23:59:59.000000000
2130;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;38;6;0;0;0;44;0;0;0;3;0;0;16;2;1;0,0;29;3;0;0;0;0;1,0;63,61;17;0,0;0,0;43;0;32;3;36;4;0;0;3;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;5;0;4;0;0,9;0;0;0,0;3,1;1;2,2;2,25;180 days 23:59:59.000000000
2563;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
4228;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;8;6;2;0;53;135;0;0;0;4;7;0;18;3;1;11,0;87;4;0;0;0;0;7,0;80,42;120;11,0;11,0;206;0;82;47;68;91;0;1;4;0;2,75;4,4;4,4;0,0;0,0;0,0;2,2;4;0;4;4;1,2;0;0;0,0;3,4;1;2,2;3,0;180 days 23:59:59.000000000
5298;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;16;3;0;0;0;98;0;0;1;1;0;0;0;0;0;0,0;26;3;0;0;0;0;2,0;91,35;8;0,0;0,0;53;0;38;10;20;23;0;0;3;0;2,2;0,0;2,2;2,75;0,0;2,75;2,475;2;0;0;4;0,6;0;0;0,0;3,075;1;2,475;1,5;180 days 23:59:59.000000000
5879;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;10;7;5;8;238;264;1;7;6;8;14;0;11;1;1;11,0;129;16;1;0;0;0;20,0;66,53;283;11,0;11,0;541;0;128;142;217;174;8;1;16;0;4,95;0,0;4,95;3,3;0,0;3,3;4,125;5;5;5;5;2,0;0;0;0,0;6,125;0;4,125;5,0;180 days 23:59:59.000000000
8029;Biologia;2011.1;1;Elementos da Geologia;15;2010-12-31 21:00:00;2011-06-30 20:59:59;18;6;0;0;0;95;0;0;1;6;0;0;17;2;1;0,0;38;6;0;0;0;0;4,0;71,28;85;0,0;0,0;119;0;68;26;50;43;0;0;6;0;3,3;0,0;3,3;3,3;0,0;3,3;3,3;4;4;5;5;1,8;0;0;0,0;5,1;0;3,3;4,5;180 days 23:59:59.000000000
