;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR29;VAR30;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
4184;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;182;6;0;0;0;164;0;0;1;1;0;0;18;3;0;0,0;12;6;0;0;0;0;1,0;104,31;22;0,0;0,0;50;0;26;8;20;22;0;2;6;0;2,2;0,0;2,2;1,8;0,0;1,8;2,0;2;1;2;2;0,7;2;3;1,25;3,95;1;2,0;1,75;180 days 00:00:00.000000000
4452;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;219;45;0;0;20;216;0;7;4;8;5;0;16;2;0;2,5;30;11;0;0;0;0;4,0;104,8;47;2,5;2,5;106;0;57;8;16;81;1;2;11;6;2,75;0,0;2,75;3,5;0,0;3,5;3,125;4;4;2;2;1,2;3;2;1,25;5,575;0;3,125;3,0;180 days 00:00:00.000000000
4613;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;250;61;2;0;108;217;0;0;5;2;8;0;1;3;0;0,0;49;8;0;0;0;0;5,0;101,5;45;0,0;0,0;144;0;96;83;43;16;2;2;8;0;2,2;0,0;2,2;3,0;0,0;3,0;2,6;3;3;2;4;1,2;4;4;2,0;5,8;0;2,6;3,0;180 days 00:00:00.000000000
4845;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;239;3;0;0;1;24;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;1;0,0;0,0;13;0;12;2;6;5;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
5833;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;240;6;4;0;56;276;5;9;15;18;7;0;8;1;0;3,5;174;23;0;0;0;0;24,0;91,35;551;3,5;3,5;628;0;165;233;228;165;2;2;23;6;4,4;0,0;4,4;5,0;0,0;5,0;4,7;5;5;4;5;1,9;5;6;2,75;9,35;0;4,7;4,75;180 days 00:00:00.000000000
6001;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;81;16;0;0;0;48;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0,0;0,0;14;0,0;0,0;19;0;12;4;8;6;1;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
6416;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;174;36;0;0;23;202;0;0;1;0;3;0;20;3;0;0,0;4;1;0;0;0;0;4,0;91,12;41;0,0;0,0;116;0;80;10;23;82;1;1;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;2;0;0;0,2;2;0;0,5;0,7;1;0,0;0,5;180 days 00:00:00.000000000
6444;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;64;4;0;0;2;140;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1,0;0,0;22;0,0;0,0;32;0;25;7;15;10;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 00:00:00.000000000
6522;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;197;14;0;0;2;204;0;0;0;0;0;0;13;2;0;1,0;9;1;0;0;0;0;1,0;119,08;11;1,0;1,0;34;0;22;24;7;3;0;1;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;2;0;0,2;4;0;1,0;1,2;1;0,0;0,5;180 days 00:00:00.000000000
6855;Letras;2011.1;4;Morfossintaxe II;46;2010-12-31 21:00:00;2011-06-29 21:00:00;189;6;0;0;25;218;0;0;0;0;3;0;0;0;0;0,0;5;0;0;0;0;0;4,0;0,0;123;0,0;0,0;124;0;78;12;47;45;20;0;0;0;1,1;0,0;1,1;2,0;0,0;2,0;1,55;0;0;0;0;0,0;0;0;0,0;1,55;1;1,55;0,0;180 days 00:00:00.000000000
